SCOPE,AGG_LEVEL,YEAR,CAMPUS NUMBER,CAMPUS NAME,GRADE GROUP,DISTRICT NUMBER,DISTRICT NAME,REGION,COUNTY NUMBER,COUNTY NAME,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL MILITARY CONNECTED STUDENTS,TOTAL FOSTER CARE STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES,SUM_HOMELESS,TOTAL DYSLEXIC STUDENTS
STATE,CAMPUS,2016-2017,15910121,EL DORADO EL,ELEMENTARY,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,726,14,0,248,294,8,548,726,353,8,6,65,5,9
STATE,CAMPUS,2016-2017,71909005,EL DORADO H S,HIGH SCHOOL,71909,SOCORRO ISD,19,71,EL PASO COUNTY,2456,174,2104,180,0,157,1516,2456,973,187,-9999999,188,21,16
STATE,CAMPUS,2016-2017,31901105,EL JARDIN EL,ELEMENTARY,31901,BROWNSVILLE ISD,1,31,CAMERON COUNTY,634,21,0,353,341,5,628,634,466,0,0,49,18,17
STATE,CAMPUS,2016-2017,68901127,EL MAGNET AT BLACKSHEAR,ELEMENTARY,68901,ECTOR COUNTY ISD,18,68,ECTOR COUNTY,654,61,0,164,157,-9999999,499,654,378,-9999999,6,35,37,12
STATE,CAMPUS,2016-2017,68901112,EL MAGNET AT HAYS,ELEMENTARY,68901,ECTOR COUNTY ISD,18,68,ECTOR COUNTY,416,95,0,64,61,-9999999,185,-9999999,92,7,0,-9999999,-9999999,-9999999
STATE,CAMPUS,2016-2017,68901116,EL MAGNET AT MILAM EL,ELEMENTARY,68901,ECTOR COUNTY ISD,18,68,ECTOR COUNTY,510,68,0,95,91,-9999999,304,510,204,-9999999,-9999999,27,7,16
STATE,CAMPUS,2016-2017,68901118,EL MAGNET AT REAGAN EL,ELEMENTARY,68901,ECTOR COUNTY ISD,18,68,ECTOR COUNTY,574,181,0,93,87,5,106,0,97,-9999999,0,10,0,-9999999
STATE,CAMPUS,2016-2017,68901122,EL MAGNET AT TRAVIS,ELEMENTARY,68901,ECTOR COUNTY ISD,18,68,ECTOR COUNTY,359,31,0,99,94,-9999999,276,359,201,0,0,20,25,5
STATE,CAMPUS,2016-2017,68901123,EL MAGNET AT ZAVALA,ELEMENTARY,68901,ECTOR COUNTY ISD,18,68,ECTOR COUNTY,619,44,0,152,143,9,460,618,414,-9999999,0,71,25,17
STATE,CAMPUS,2016-2017,71804001,EL PASO ACADEMY,HIGH SCHOOL,71804,EL PASO ACADEMY,19,71,EL PASO COUNTY,231,0,81,8,0,8,155,231,212,-9999999,0,13,0,-9999999
STATE,CAMPUS,2016-2017,71804002,EL PASO ACADEMY WEST,HIGH SCHOOL,71804,EL PASO ACADEMY,19,71,EL PASO COUNTY,153,0,42,14,0,14,122,153,139,0,0,11,-9999999,-9999999
STATE,CAMPUS,2016-2017,71902006,EL PASO H S,HIGH SCHOOL,71902,EL PASO ISD,19,71,EL PASO COUNTY,1434,300,1006,294,0,257,936,1434,824,15,0,93,18,-9999999
STATE,CAMPUS,2016-2017,71810001,EL PASO LEADERSHIP ACADEMY,MIDDLE SCHOOL,71810,EL PASO LEADERSHIP ACADEMY,19,71,EL PASO COUNTY,245,15,0,48,0,48,195,245,137,23,0,20,-9999999,0
STATE,CAMPUS,2016-2017,57905265,ELADIO R MARTINEZ LEARNING CENTER,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,440,43,0,231,215,0,417,440,267,0,0,36,15,6
STATE,CAMPUS,2016-2017,94902114,ELAINE S SCHLATHER INT,MIDDLE SCHOOL,94902,SCHERTZ-CIBOLO-U CITY ISD,20,94,GUADALUPE COUNTY,706,54,0,13,0,10,170,0,266,133,-9999999,52,-9999999,28
STATE,CAMPUS,2016-2017,201914004,ELDER COOP ALTERNATIVE SCHOOL,ELEMENTARY / SECONDARY,201914,WEST RUSK COUNTY CONSOLIDATED ISD,7,201,RUSK COUNTY,-9999999,0,-9999999,0,0,0,0,-9999999,-9999999,0,0,0,0,0
STATE,CAMPUS,2016-2017,220905044,ELDER MIDDLE,MIDDLE SCHOOL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,1272,213,376,415,0,391,1115,1272,1099,8,0,115,9,44
STATE,CAMPUS,2016-2017,207901101,ELDORADO EL,ELEMENTARY,207901,SCHLEICHER ISD,15,207,SCHLEICHER COUNTY,249,7,0,38,0,38,171,248,138,0,-9999999,12,17,5
STATE,CAMPUS,2016-2017,207901001,ELDORADO H S,HIGH SCHOOL,207901,SCHLEICHER ISD,15,207,SCHLEICHER COUNTY,157,5,147,-9999999,0,-9999999,66,157,63,0,0,9,7,7
STATE,CAMPUS,2016-2017,207901041,ELDORADO MIDDLE,MIDDLE SCHOOL,207901,SCHLEICHER ISD,15,207,SCHLEICHER COUNTY,164,10,0,8,0,8,102,164,68,0,-9999999,16,7,6
STATE,CAMPUS,2016-2017,15836001,ELEANOR KOLITZ HEBREW LANGUAGE ACA,ELEMENTARY,15836,ELEANOR KOLITZ HEBREW LANGUAGE ACA,20,15,BEXAR COUNTY,295,0,0,6,0,6,39,0,36,15,0,8,0,-9999999
STATE,CAMPUS,2016-2017,243902101,ELECTRA EL,ELEMENTARY,243902,ELECTRA ISD,9,243,WICHITA COUNTY,264,6,0,-9999999,0,-9999999,202,264,176,-9999999,0,32,-9999999,7
STATE,CAMPUS,2016-2017,243902001,ELECTRA JUNIOR/SENIOR HIGH,HIGH SCHOOL,243902,ELECTRA ISD,9,243,WICHITA COUNTY,163,24,111,0,0,0,94,0,85,-9999999,0,13,-9999999,14
STATE,CAMPUS,2016-2017,57905241,ELEMENTARY' DISCIPLINARY ALTERNATI,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,9,0,0,-9999999,-9999999,0,9,0,9,0,0,-9999999,0,-9999999
STATE,CAMPUS,2016-2017,71909115,ELFIDA CHAVEZ EL,ELEMENTARY,71909,SOCORRO ISD,19,71,EL PASO COUNTY,698,19,0,191,172,-9999999,551,698,305,36,-9999999,74,9,-9999999
STATE,CAMPUS,2016-2017,11902102,ELGIN EL,ELEMENTARY,11902,ELGIN ISD,13,11,BASTROP COUNTY,829,38,0,330,328,43,680,828,567,-9999999,6,78,58,15
STATE,CAMPUS,2016-2017,11902001,ELGIN H S,HIGH SCHOOL,11902,ELGIN ISD,13,11,BASTROP COUNTY,1250,118,1006,97,0,97,822,30,737,7,-9999999,110,31,95
STATE,CAMPUS,2016-2017,11902041,ELGIN MIDDLE,MIDDLE SCHOOL,11902,ELGIN ISD,13,11,BASTROP COUNTY,923,96,253,170,0,165,681,26,581,0,-9999999,108,26,77
STATE,CAMPUS,2016-2017,108904048,ELIAS LONGORIA SR MIDDLE,MIDDLE SCHOOL,108904,EDINBURG CISD,1,108,HIDALGO COUNTY,1010,54,81,309,0,308,875,1010,614,-9999999,-9999999,74,0,8
STATE,CAMPUS,2016-2017,108912107,ELIGIO KIKA DE LA GARZA EL,ELEMENTARY,108912,LA JOYA ISD,1,108,HIDALGO COUNTY,438,40,0,284,277,0,421,438,356,0,0,36,0,-9999999
STATE,CAMPUS,2016-2017,101912147,ELIOT EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,608,73,0,320,278,11,579,608,470,0,0,48,40,7
STATE,CAMPUS,2016-2017,20905107,ELISABET NEY EL,ELEMENTARY,20905,BRAZOSPORT ISD,4,20,BRAZORIA COUNTY,484,37,0,23,0,22,242,484,192,-9999999,0,38,17,16
STATE,CAMPUS,2016-2017,57905191,ELISHA M PEASE EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,503,33,0,17,0,15,465,503,121,0,0,31,12,16
STATE,CAMPUS,2016-2017,220908114,ELIZABETH SMITH EL,ELEMENTARY,220908,MANSFIELD ISD,11,220,TARRANT COUNTY,695,21,0,51,0,50,143,0,111,19,-9999999,66,-9999999,-9999999
STATE,CAMPUS,2016-2017,1903101,ELKHART EL,ELEMENTARY,1903,ELKHART ISD,7,1,ANDERSON COUNTY,339,-9999999,0,12,0,12,213,339,86,0,8,35,-9999999,-9999999
STATE,CAMPUS,2016-2017,1903001,ELKHART H S,HIGH SCHOOL,1903,ELKHART ISD,7,1,ANDERSON COUNTY,394,15,299,0,0,0,182,394,200,0,-9999999,43,-9999999,9
STATE,CAMPUS,2016-2017,1903102,ELKHART INT,ELEMENTARY,1903,ELKHART ISD,7,1,ANDERSON COUNTY,242,13,0,7,0,7,131,242,77,0,-9999999,29,-9999999,15
STATE,CAMPUS,2016-2017,1903041,ELKHART MIDDLE,MIDDLE SCHOOL,1903,ELKHART ISD,7,1,ANDERSON COUNTY,294,8,0,0,0,0,147,294,90,0,-9999999,34,-9999999,13
STATE,CAMPUS,2016-2017,220918105,ELKINS EL,ELEMENTARY,220918,EAGLE MT-SAGINAW ISD,11,220,TARRANT COUNTY,327,20,0,47,0,46,173,327,136,15,0,32,-9999999,18
STATE,CAMPUS,2016-2017,235902126,ELLA SCHORLEMMER EL,ELEMENTARY,235902,VICTORIA ISD,3,235,VICTORIA COUNTY,500,14,0,29,0,29,249,500,142,10,-9999999,42,-9999999,7
STATE,CAMPUS,2016-2017,57910109,ELLEN OCHOA STEM ACADEMY AT BEN MI,ELEMENTARY,57910,GRAND PRAIRIE ISD,10,57,DALLAS COUNTY,870,29,0,415,372,44,766,870,643,0,-9999999,45,25,15
STATE,CAMPUS,2016-2017,43905126,ELLIOTT EL,ELEMENTARY,43905,FRISCO ISD,10,43,COLLIN COUNTY,564,26,0,37,0,35,150,564,128,9,-9999999,61,5,20
STATE,CAMPUS,2016-2017,57912118,ELLIOTT EL,ELEMENTARY,57912,IRVING ISD,10,57,DALLAS COUNTY,697,126,0,347,292,52,546,697,468,-9999999,-9999999,49,5,32
STATE,CAMPUS,2016-2017,220901142,ELLIS EL,ELEMENTARY,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,671,14,0,158,99,53,531,671,453,23,-9999999,60,65,-9999999
STATE,CAMPUS,2016-2017,15915234,ELLISON EL,ELEMENTARY,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,533,30,0,107,89,0,114,-9999999,193,19,0,60,0,5
STATE,CAMPUS,2016-2017,15912108,ELM CREEK EL,ELEMENTARY,15912,SOUTHWEST ISD,20,15,BEXAR COUNTY,707,57,0,177,164,7,536,707,488,12,7,63,-9999999,42
STATE,CAMPUS,2016-2017,101913107,ELM GROVE EL,ELEMENTARY,101913,HUMBLE ISD,4,101,HARRIS COUNTY,475,20,0,35,0,34,171,9,247,6,-9999999,56,9,18
STATE,CAMPUS,2016-2017,105906107,ELM GROVE EL,ELEMENTARY,105906,HAYS CISD,13,105,HAYS COUNTY,780,43,0,12,0,11,78,-9999999,157,20,6,60,-9999999,33
STATE,CAMPUS,2016-2017,31914101,ELMA E BARRERA EL,ELEMENTARY,31914,SANTA ROSA ISD,1,31,CAMERON COUNTY,525,15,0,117,97,0,484,525,346,-9999999,-9999999,46,0,0
STATE,CAMPUS,2016-2017,220918002,ELMER C WATSON H S,HIGH SCHOOL,220918,EAGLE MT-SAGINAW ISD,11,220,TARRANT COUNTY,83,0,23,0,0,0,42,0,81,-9999999,0,9,-9999999,-9999999
STATE,CAMPUS,2016-2017,101912475,ELMORE EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,661,11,0,239,185,27,644,661,490,0,-9999999,59,-9999999,11
STATE,CAMPUS,2016-2017,108912109,ELODIA R CHAPA EL,ELEMENTARY,108912,LA JOYA ISD,1,108,HIDALGO COUNTY,546,65,0,395,384,0,521,546,462,0,0,43,0,-9999999
STATE,CAMPUS,2016-2017,15907141,ELOISE JAPHET EL,ELEMENTARY,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,912,28,0,188,143,13,844,912,700,8,15,83,30,24
STATE,CAMPUS,2016-2017,15916113,ELOLF EL,ELEMENTARY,15916,JUDSON ISD,20,15,BEXAR COUNTY,626,22,0,20,0,7,427,626,446,68,8,47,10,-9999999
STATE,CAMPUS,2016-2017,108902117,ELOY GARZA SALAZAR EL,ELEMENTARY,108902,DONNA ISD,1,108,HIDALGO COUNTY,594,44,0,363,358,0,546,594,474,0,0,57,38,0
STATE,CAMPUS,2016-2017,15915145,ELROD EL,ELEMENTARY,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,518,30,0,12,0,0,237,5,160,20,-9999999,38,-9999999,18
STATE,CAMPUS,2016-2017,101912148,ELROD EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,761,42,0,515,519,47,669,761,628,0,0,51,20,0
STATE,CAMPUS,2016-2017,246909139,ELSA ENGLAND EL,ELEMENTARY,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,972,74,0,138,0,136,45,-9999999,190,10,-9999999,54,-9999999,16
STATE,CAMPUS,2016-2017,101903002,ELSIK H S,HIGH SCHOOL,101903,ALIEF ISD,4,101,HARRIS COUNTY,4210,142,3070,924,0,885,3199,4210,3110,7,-9999999,278,43,179
STATE,CAMPUS,2016-2017,84901044,ELVA C LOBIT MIDDLE,MIDDLE SCHOOL,84901,DICKINSON ISD,4,84,GALVESTON COUNTY,423,23,0,7,0,-9999999,214,423,186,12,-9999999,43,-9999999,9
STATE,CAMPUS,2016-2017,108909006,ELVIS J BALLEW H S,HIGH SCHOOL,108909,PHARR-SAN JUAN-ALAMO ISD,1,108,HIDALGO COUNTY,199,0,164,111,0,110,198,199,199,0,-9999999,12,-9999999,0
STATE,CAMPUS,2016-2017,102906101,ELYSIAN FIELDS EL,ELEMENTARY,102906,ELYSIAN FIELDS ISD,7,102,HARRISON COUNTY,419,13,0,-9999999,-9999999,-9999999,243,419,161,0,0,31,0,15
STATE,CAMPUS,2016-2017,102906001,ELYSIAN FIELDS H S,HIGH SCHOOL,102906,ELYSIAN FIELDS ISD,7,102,HARRISON COUNTY,270,19,246,0,0,0,117,0,79,-9999999,0,31,0,5
STATE,CAMPUS,2016-2017,102906041,ELYSIAN FIELDS MIDDLE,MIDDLE SCHOOL,102906,ELYSIAN FIELDS ISD,7,102,HARRISON COUNTY,222,12,0,-9999999,0,-9999999,114,0,88,0,-9999999,41,0,6
STATE,CAMPUS,2016-2017,174904111,EMELINE CARPENTER EARLY CHILDHOOD,ELEMENTARY,174904,NACOGDOCHES ISD,7,174,NACOGDOCHES COUNTY,168,0,0,53,42,12,163,168,129,0,0,6,-9999999,0
STATE,CAMPUS,2016-2017,174904102,EMELINE CARPENTER EL,ELEMENTARY,174904,NACOGDOCHES ISD,7,174,NACOGDOCHES COUNTY,370,11,0,78,13,65,359,370,282,-9999999,-9999999,43,-9999999,-9999999
STATE,CAMPUS,2016-2017,101912149,EMERSON EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,888,77,0,609,339,280,816,887,716,0,0,45,0,-9999999
STATE,CAMPUS,2016-2017,165901114,EMERSON EL,ELEMENTARY,165901,MIDLAND ISD,18,165,MIDLAND COUNTY,521,0,0,9,0,0,231,521,146,6,5,43,-9999999,17
STATE,CAMPUS,2016-2017,188901106,EMERSON EL,ELEMENTARY,188901,AMARILLO ISD,16,188,POTTER COUNTY,566,16,0,271,176,95,547,566,389,0,-9999999,65,45,6
STATE,CAMPUS,2016-2017,11901101,EMILE EL,ELEMENTARY,11901,BASTROP ISD,13,11,BASTROP COUNTY,576,23,0,23,0,19,294,576,203,8,-9999999,68,9,25
STATE,CAMPUS,2016-2017,108912118,EMILIANO ZAPATA EL,ELEMENTARY,108912,LA JOYA ISD,1,108,HIDALGO COUNTY,686,31,0,545,534,0,665,686,612,0,0,45,0,-9999999
STATE,CAMPUS,2016-2017,61901124,EMILIO & GUADALUPE GONZALEZ PRE-K,ELEMENTARY,61901,DENTON ISD,11,61,DENTON COUNTY,346,0,0,132,105,26,295,14,177,-9999999,-9999999,54,46,0
STATE,CAMPUS,2016-2017,111901104,EMMA ROBERSON EL,ELEMENTARY,111901,GRANBURY ISD,11,111,HOOD COUNTY,540,17,0,160,148,14,372,540,288,-9999999,5,39,9,13
STATE,CAMPUS,2016-2017,214903106,EMMA VERA EL,ELEMENTARY,214903,ROMA ISD,1,214,STARR COUNTY,443,18,0,414,414,0,385,443,416,0,0,22,0,41
STATE,CAMPUS,2016-2017,57905028,EMMETT J CONRAD H S,HIGH SCHOOL,57905,DALLAS ISD,10,57,DALLAS COUNTY,1270,89,1069,751,0,724,1140,1270,1010,-9999999,-9999999,116,6,23
STATE,CAMPUS,2016-2017,101907120,EMMOTT EL,ELEMENTARY,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,859,18,0,181,104,72,552,859,497,-9999999,-9999999,56,9,-9999999
STATE,CAMPUS,2016-2017,142901104,ENCINAL EL,ELEMENTARY,142901,COTULLA ISD,20,142,LA SALLE COUNTY,136,5,0,30,0,27,119,136,75,-9999999,0,17,-9999999,6
STATE,CAMPUS,2016-2017,15910129,ENCINO PARK EL,ELEMENTARY,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,607,50,0,9,0,8,87,-9999999,55,64,-9999999,47,-9999999,12
STATE,CAMPUS,2016-2017,101905005,ENDEAVOR HS-JOE FRANK CAMPBELL LEA,ELEMENTARY / SECONDARY,101905,CHANNELVIEW ISD,4,101,HARRIS COUNTY,156,0,-9999999,62,0,62,123,0,116,0,0,5,5,-9999999
STATE,CAMPUS,2016-2017,101912350,ENERGIZED FOR EXCELLENCE ACADEMY E,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,580,0,0,267,255,11,541,572,331,0,0,0,-9999999,0
STATE,CAMPUS,2016-2017,101912364,ENERGIZED FOR EXCELLENCE ACADEMY E,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,1880,21,0,1646,970,637,1754,1880,1778,0,0,18,0,-9999999
STATE,CAMPUS,2016-2017,101912342,ENERGIZED FOR EXCELLENCE ACADEMY I,MIDDLE SCHOOL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,446,9,0,284,10,249,421,446,371,0,0,9,0,0
STATE,CAMPUS,2016-2017,101912321,ENERGIZED FOR STEM ACADEMY CENTRAL,HIGH SCHOOL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,138,-9999999,32,45,0,38,128,138,113,0,0,-9999999,0,0
STATE,CAMPUS,2016-2017,101912459,ENERGIZED FOR STEM ACADEMY CENTRAL,MIDDLE SCHOOL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,255,-9999999,0,196,-9999999,184,160,254,225,0,0,7,0,-9999999
STATE,CAMPUS,2016-2017,101912455,ENERGIZED FOR STEM ACADEMY WEST H,HIGH SCHOOL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,303,-9999999,134,98,0,90,285,303,220,0,0,-9999999,-9999999,0
STATE,CAMPUS,2016-2017,101912390,ENERGIZED FOR STEM ACADEMY WEST MI,MIDDLE SCHOOL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,230,7,0,125,-9999999,103,151,230,169,0,0,-9999999,0,0
STATE,CAMPUS,2016-2017,101912468,ENERGY INSTITUTE H S,HIGH SCHOOL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,699,208,699,27,-9999999,24,408,699,389,0,0,30,-9999999,17
STATE,CAMPUS,2016-2017,147902101,ENGE-WASHINGTON INT,ELEMENTARY,147902,GROESBECK ISD,12,147,LIMESTONE COUNTY,550,50,0,32,0,31,353,550,334,0,0,64,7,0
STATE,CAMPUS,2016-2017,70903002,ENNIS H S,HIGH SCHOOL,70903,ENNIS ISD,10,70,ELLIS COUNTY,1670,157,1550,43,0,41,1037,1670,846,0,0,155,108,126
STATE,CAMPUS,2016-2017,70903042,ENNIS J H,JUNIOR HIGH SCHOOL,70903,ENNIS ISD,10,70,ELLIS COUNTY,858,86,141,31,0,30,575,858,192,-9999999,0,102,43,67
STATE,CAMPUS,2016-2017,108912121,ENRIQUE KIKI CAMARENA EL,ELEMENTARY,108912,LA JOYA ISD,1,108,HIDALGO COUNTY,571,50,0,233,235,0,452,571,389,0,0,31,-9999999,-9999999
STATE,CAMPUS,2016-2017,61901115,EP RAYZOR EL,ELEMENTARY,61901,DENTON ISD,11,61,DENTON COUNTY,422,55,0,10,0,10,9,0,79,9,0,30,0,33
STATE,CAMPUS,2016-2017,101915105,EPPS ISLAND EL,ELEMENTARY,101915,KLEIN ISD,4,101,HARRIS COUNTY,711,0,0,368,303,66,631,711,537,-9999999,-9999999,50,0,12
STATE,CAMPUS,2016-2017,49906001,ERA SCHOOL,ELEMENTARY / SECONDARY,49906,ERA ISD,11,49,COOKE COUNTY,468,28,141,6,0,6,177,468,168,9,-9999999,34,0,-9999999
STATE,CAMPUS,2016-2017,43901044,ERECKSON MIDDLE,JUNIOR HIGH SCHOOL,43901,ALLEN ISD,10,43,COLLIN COUNTY,1215,276,626,48,0,47,155,-9999999,254,11,0,115,-9999999,58
STATE,CAMPUS,2016-2017,105906043,ERIC DAHLSTROM MIDDLE,MIDDLE SCHOOL,105906,HAYS CISD,13,105,HAYS COUNTY,878,150,0,8,0,8,109,-9999999,295,21,-9999999,75,-9999999,85
STATE,CAMPUS,2016-2017,220908113,ERMA NASH EL,ELEMENTARY,220908,MANSFIELD ISD,11,220,TARRANT COUNTY,597,23,0,258,205,60,427,597,322,-9999999,0,45,0,13
STATE,CAMPUS,2016-2017,101902121,ERMEL EL,ELEMENTARY,101902,ALDINE ISD,4,101,HARRIS COUNTY,762,23,0,450,403,38,619,762,583,0,-9999999,58,0,16
STATE,CAMPUS,2016-2017,71909117,ERNESTO SERNA SCHOOL,ELEMENTARY,71909,SOCORRO ISD,19,71,EL PASO COUNTY,740,31,159,236,135,86,674,740,427,-9999999,-9999999,61,10,10
STATE,CAMPUS,2016-2017,57910126,ERVIN C WHITT EL,ELEMENTARY,57910,GRAND PRAIRIE ISD,10,57,DALLAS COUNTY,684,43,0,144,110,34,528,684,375,-9999999,0,62,22,27
STATE,CAMPUS,2016-2017,152901196,ERVIN EL,ELEMENTARY,152901,LUBBOCK ISD,17,152,LUBBOCK COUNTY,489,17,0,9,0,9,483,489,300,-9999999,-9999999,42,18,-9999999
STATE,CAMPUS,2016-2017,101902063,ESCAMILLA INT,MIDDLE SCHOOL,101902,ALDINE ISD,4,101,HARRIS COUNTY,1015,62,0,325,243,68,928,1015,719,0,-9999999,78,6,87
STATE,CAMPUS,2016-2017,108904116,ESCANDON EL,ELEMENTARY,108904,EDINBURG CISD,1,108,HIDALGO COUNTY,667,21,0,270,269,0,569,667,448,0,-9999999,26,0,-9999999
STATE,CAMPUS,2016-2017,108906119,ESCANDON EL,ELEMENTARY,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,389,9,0,206,208,-9999999,306,389,264,0,-9999999,84,0,5
STATE,CAMPUS,2016-2017,71909110,ESCONTRIAS EARLY CHILD CTR,ELEMENTARY,71909,SOCORRO ISD,19,71,EL PASO COUNTY,395,0,0,210,201,0,370,395,253,-9999999,-9999999,43,8,0
STATE,CAMPUS,2016-2017,71909111,ESCONTRIAS EL,ELEMENTARY,71909,SOCORRO ISD,19,71,EL PASO COUNTY,602,21,0,241,221,0,541,602,332,-9999999,0,52,15,-9999999
STATE,CAMPUS,2016-2017,15915124,ESPARZA EL,ELEMENTARY,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,684,70,0,218,346,0,536,684,318,5,-9999999,69,7,16
STATE,CAMPUS,2016-2017,57905283,ESPERANZA MEDRANO EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,465,53,0,278,247,13,428,465,340,0,0,40,28,20
STATE,CAMPUS,2016-2017,152901021,ESTACADO H S,HIGH SCHOOL,152901,LUBBOCK ISD,17,152,LUBBOCK COUNTY,670,7,617,16,0,16,601,670,439,0,-9999999,114,15,16
STATE,CAMPUS,2016-2017,95905044,ESTACADO MIDDLE,MIDDLE SCHOOL,95905,PLAINVIEW ISD,17,95,HALE COUNTY,571,72,119,10,0,0,448,571,343,-9999999,-9999999,51,5,35
STATE,CAMPUS,2016-2017,57909128,ETHRIDGE EL,ELEMENTARY,57909,GARLAND ISD,10,57,DALLAS COUNTY,722,-9999999,0,415,320,81,568,722,487,0,0,46,-9999999,-9999999
STATE,CAMPUS,2016-2017,61902119,ETHRIDGE EL,ELEMENTARY,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,488,30,0,26,0,26,119,0,133,0,0,36,-9999999,22
STATE,CAMPUS,2016-2017,174910101,ETOILE EL,ELEMENTARY,174910,ETOILE ISD,7,174,NACOGDOCHES COUNTY,140,8,0,0,0,0,115,140,80,0,-9999999,21,-9999999,11
STATE,CAMPUS,2016-2017,220919108,EUBANKS INT,MIDDLE SCHOOL,220919,CARROLL ISD,11,220,TARRANT COUNTY,602,188,0,6,0,6,6,0,49,-9999999,0,34,0,29
STATE,CAMPUS,2016-2017,30906101,EULA EL,ELEMENTARY,30906,EULA ISD,14,30,CALLAHAN COUNTY,237,12,0,0,0,0,137,237,82,8,-9999999,25,-9999999,5
STATE,CAMPUS,2016-2017,30906001,EULA H S,HIGH SCHOOL,30906,EULA ISD,14,30,CALLAHAN COUNTY,116,5,115,0,0,0,52,0,15,-9999999,-9999999,14,-9999999,6
STATE,CAMPUS,2016-2017,30906041,EULA J H,JUNIOR HIGH SCHOOL,30906,EULA ISD,14,30,CALLAHAN COUNTY,58,5,17,-9999999,0,-9999999,33,0,7,5,-9999999,6,0,-9999999
STATE,CAMPUS,2016-2017,220916042,EULESS J H,JUNIOR HIGH SCHOOL,220916,HURST-EULESS-BEDFORD ISD,11,220,TARRANT COUNTY,1099,54,407,116,0,107,694,22,514,20,-9999999,86,22,45
STATE,CAMPUS,2016-2017,107905001,EUSTACE H S,HIGH SCHOOL,107905,EUSTACE ISD,7,107,HENDERSON COUNTY,456,19,370,-9999999,0,-9999999,285,456,207,0,-9999999,59,-9999999,0
STATE,CAMPUS,2016-2017,107905103,EUSTACE INT,ELEMENTARY,107905,EUSTACE ISD,7,107,HENDERSON COUNTY,345,23,0,14,0,15,235,345,155,-9999999,-9999999,74,0,0
STATE,CAMPUS,2016-2017,107905102,EUSTACE MIDDLE,MIDDLE SCHOOL,107905,EUSTACE ISD,7,107,HENDERSON COUNTY,340,13,0,-9999999,0,-9999999,214,340,169,-9999999,-9999999,43,0,0
STATE,CAMPUS,2016-2017,107905101,EUSTACE PRI,ELEMENTARY,107905,EUSTACE ISD,7,107,HENDERSON COUNTY,413,-9999999,0,9,0,9,326,413,193,-9999999,-9999999,48,0,0
STATE,CAMPUS,2016-2017,121906101,EVADALE EL,ELEMENTARY,121906,EVADALE ISD,5,121,JASPER COUNTY,227,0,0,-9999999,0,-9999999,79,15,79,0,0,23,0,9
STATE,CAMPUS,2016-2017,121906001,EVADALE H S,HIGH SCHOOL,121906,EVADALE ISD,5,121,JASPER COUNTY,156,0,151,0,0,0,33,0,38,0,0,16,0,19
STATE,CAMPUS,2016-2017,121906041,EVADALE J H,MIDDLE SCHOOL,121906,EVADALE ISD,5,121,JASPER COUNTY,112,-9999999,41,-9999999,0,-9999999,40,10,46,0,0,12,0,19
STATE,CAMPUS,2016-2017,108912126,EVANGELINA GARZA EL,ELEMENTARY,108912,LA JOYA ISD,1,108,HIDALGO COUNTY,644,55,0,540,523,0,625,644,580,0,-9999999,51,-9999999,5
