SCOPE,AGG_LEVEL,YEAR,CAMPUS NUMBER,CAMPUS NAME,DISTRICT NUMBER,DISTRICT NAME,REGION,COUNTY NUMBER,COUNTY NAME,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL MILITARY CONNECTED STUDENTS,TOTAL FOSTER CARE STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES,TOTAL DYSLEXIC STUDENTS
STATE,CAMPUS,2014-2015,101908044,FAIRMONT JR HIGH,101908,DEER PARK ISD,4,101,HARRIS COUNTY,759,50,0,35,0,34,254,6,182,6,-9999999,89,48
STATE,CAMPUS,2014-2015,41901003,FAIRVIEW ACCELERATED,41901,BRONTE ISD,15,41,COKE COUNTY,-9999999,0,-9999999,0,0,0,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,41902002,FAIRVIEW ACCELERATED,41902,ROBERT LEE ISD,15,41,COKE COUNTY,-9999999,0,-9999999,0,0,0,-9999999,0,-9999999,0,0,-9999999,0
STATE,CAMPUS,2014-2015,200901003,FAIRVIEW ACCELERATED,200901,BALLINGER ISD,15,200,RUNNELS COUNTY,-9999999,0,-9999999,0,0,0,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,200901005,FAIRVIEW ACCELERATED,200901,BALLINGER ISD,15,200,RUNNELS COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,200902002,FAIRVIEW ACCELERATED,200902,MILES ISD,15,200,RUNNELS COUNTY,-9999999,0,-9999999,0,0,0,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,216901002,FAIRVIEW ACCELERATED,216901,STERLING CITY ISD,15,216,STERLING COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,226901002,FAIRVIEW ACCELERATED,226901,CHRISTOVAL ISD,15,226,TOM GREEN COUNTY,-9999999,0,0,0,0,0,0,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,226906002,FAIRVIEW ACCELERATED,226906,WALL ISD,15,226,TOM GREEN COUNTY,5,0,-9999999,0,0,0,-9999999,0,5,0,-9999999,0,0
STATE,CAMPUS,2014-2015,226907002,FAIRVIEW ACCELERATED,226907,GRAPE CREEK ISD,15,226,TOM GREEN COUNTY,10,0,9,0,0,0,7,0,10,0,0,-9999999,0
STATE,CAMPUS,2014-2015,226908002,FAIRVIEW ACCELERATED,226908,VERIBEST ISD,15,226,TOM GREEN COUNTY,-9999999,0,-9999999,-9999999,0,-9999999,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,48903002,FAIRVIEW ACCELERATED EDUCATIONAL C,48903,PAINT ROCK ISD,15,48,CONCHO COUNTY,-9999999,0,-9999999,0,0,0,-9999999,0,-9999999,0,0,-9999999,0
STATE,CAMPUS,2014-2015,226905003,FAIRVIEW AEP,226905,WATER VALLEY ISD,15,226,TOM GREEN COUNTY,-9999999,0,-9999999,0,0,0,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,48901005,FAIRVIEW DAEP,48901,EDEN CISD,15,48,CONCHO COUNTY,-9999999,0,-9999999,0,0,0,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,226907005,FAIRVIEW DAEP,226907,GRAPE CREEK ISD,15,226,TOM GREEN COUNTY,7,0,0,0,0,0,5,0,5,0,0,-9999999,0
STATE,CAMPUS,2014-2015,91906105,FAIRVIEW EL,91906,SHERMAN ISD,10,91,GRAYSON COUNTY,346,47,0,22,0,22,171,346,123,0,-9999999,34,21
STATE,CAMPUS,2014-2015,20901046,FAIRVIEW J H,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,905,85,190,96,0,92,554,905,438,-9999999,-9999999,113,60
STATE,CAMPUS,2014-2015,41902195,FAIRVIEW SPECIAL PROGRAMS,41902,ROBERT LEE ISD,15,41,COKE COUNTY,-9999999,0,-9999999,0,0,0,-9999999,0,-9999999,0,0,-9999999,0
STATE,CAMPUS,2014-2015,48903195,FAIRVIEW SPECIAL PROGRAMS,48903,PAINT ROCK ISD,15,48,CONCHO COUNTY,-9999999,0,0,0,0,0,0,0,-9999999,0,0,-9999999,0
STATE,CAMPUS,2014-2015,216901195,FAIRVIEW SPECIAL PROGRAMS,216901,STERLING CITY ISD,15,216,STERLING COUNTY,-9999999,0,0,0,0,0,0,0,0,0,0,-9999999,0
STATE,CAMPUS,2014-2015,226901195,FAIRVIEW SPECIAL PROGRAMS,226901,CHRISTOVAL ISD,15,226,TOM GREEN COUNTY,-9999999,0,0,0,0,0,0,0,0,0,0,-9999999,0
STATE,CAMPUS,2014-2015,226905195,FAIRVIEW SPECIAL PROGRAMS,226905,WATER VALLEY ISD,15,226,TOM GREEN COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,-9999999,0
STATE,CAMPUS,2014-2015,226901006,FAIRVIEW VT,226901,CHRISTOVAL ISD,15,226,TOM GREEN COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,-9999999,0
STATE,CAMPUS,2014-2015,50910101,FAIRVIEW/MISS JEWELL EL,50910,COPPERAS COVE ISD,12,50,CORYELL COUNTY,446,25,0,30,0,30,312,446,262,94,-9999999,48,15
STATE,CAMPUS,2014-2015,57815001,FAITH FAMILY ACADEMY OF OAK CLIFF,57815,FAITH FAMILY ACADEMY OF OAK CLIFF,10,57,DALLAS COUNTY,452,-9999999,389,203,0,201,395,451,389,0,0,38,0
STATE,CAMPUS,2014-2015,57815041,FAITH FAMILY ACADEMY OF OAK CLIFF,57815,FAITH FAMILY ACADEMY OF OAK CLIFF,10,57,DALLAS COUNTY,560,11,0,319,-9999999,303,539,560,506,0,0,32,0
STATE,CAMPUS,2014-2015,57815101,FAITH FAMILY ACADEMY OF OAK CLIFF,57815,FAITH FAMILY ACADEMY OF OAK CLIFF,10,57,DALLAS COUNTY,1378,12,0,769,691,75,1346,1378,1257,0,-9999999,37,-9999999
STATE,CAMPUS,2014-2015,84910124,FALCON PASS EL,84910,CLEAR CREEK ISD,4,84,GALVESTON COUNTY,617,75,0,96,0,95,190,13,180,12,0,74,5
STATE,CAMPUS,2014-2015,24901101,FALFURRIAS EL,24901,BROOKS COUNTY ISD,2,24,BROOKS COUNTY,479,8,0,16,0,15,424,479,302,0,0,37,5
STATE,CAMPUS,2014-2015,24901001,FALFURRIAS H S,24901,BROOKS COUNTY ISD,2,24,BROOKS COUNTY,418,42,365,7,0,7,282,417,247,0,0,40,7
STATE,CAMPUS,2014-2015,24901041,FALFURRIAS J H,24901,BROOKS COUNTY ISD,2,24,BROOKS COUNTY,321,13,94,7,0,6,276,321,212,0,0,24,7
STATE,CAMPUS,2014-2015,101913124,FALL CREEK EL,101913,HUMBLE ISD,4,101,HARRIS COUNTY,864,42,0,39,0,34,128,6,234,12,-9999999,52,18
STATE,CAMPUS,2014-2015,101867001,FALLBROOK COLLEGE PREPARATORY ACAD,101867,FALLBROOK COLLEGE PREPARATORY ACAD,4,101,HARRIS COUNTY,556,0,73,0,0,0,371,556,377,-9999999,-9999999,30,-9999999
STATE,CAMPUS,2014-2015,27904002,FALLS CAREER H S,27904,MARBLE FALLS ISD,13,27,BURNET COUNTY,44,0,33,0,0,0,32,0,37,-9999999,0,6,0
STATE,CAMPUS,2014-2015,128904101,FALLS CITY EL,128904,FALLS CITY ISD,20,128,KARNES COUNTY,178,15,0,-9999999,0,-9999999,42,34,46,0,0,11,-9999999
STATE,CAMPUS,2014-2015,128904001,FALLS CITY H S,128904,FALLS CITY ISD,20,128,KARNES COUNTY,181,15,150,-9999999,0,-9999999,29,0,24,-9999999,0,16,-9999999
STATE,CAMPUS,2014-2015,235902124,FAMILY CONNECTION - CHILD DEVELOPM,235902,VICTORIA ISD,3,235,VICTORIA COUNTY,10,0,0,0,0,0,6,0,0,0,0,0,0
STATE,CAMPUS,2014-2015,21902106,FANNIN EL,21902,BRYAN ISD,6,21,BRAZOS COUNTY,476,15,0,160,154,-9999999,441,476,339,-9999999,-9999999,30,15
STATE,CAMPUS,2014-2015,71902116,FANNIN EL,71902,EL PASO ISD,19,71,EL PASO COUNTY,588,32,0,126,111,0,521,588,333,36,-9999999,80,17
STATE,CAMPUS,2014-2015,165901107,FANNIN EL,165901,MIDLAND ISD,18,165,MIDLAND COUNTY,666,-9999999,0,-9999999,0,0,210,666,243,11,0,55,22
STATE,CAMPUS,2014-2015,175903103,FANNIN EL,175903,CORSICANA ISD,12,175,NAVARRO COUNTY,603,17,0,180,0,177,492,601,367,0,5,54,42
STATE,CAMPUS,2014-2015,178904111,FANNIN EL,178904,CORPUS CHRISTI ISD,2,178,NUECES COUNTY,523,0,0,48,47,0,468,523,308,5,-9999999,42,12
STATE,CAMPUS,2014-2015,226903110,FANNIN EL,226903,SAN ANGELO ISD,15,226,TOM GREEN COUNTY,361,-9999999,0,18,16,-9999999,298,361,261,-9999999,0,33,-9999999
STATE,CAMPUS,2014-2015,188901044,FANNIN MIDDLE,188901,AMARILLO ISD,16,188,POTTER COUNTY,645,24,243,16,0,16,453,645,295,-9999999,-9999999,74,33
STATE,CAMPUS,2014-2015,60914102,FANNINDEL EL,60914,FANNINDEL ISD,8,60,DELTA COUNTY,94,-9999999,0,-9999999,0,-9999999,76,94,32,0,0,13,0
STATE,CAMPUS,2014-2015,60914001,FANNINDEL H S,60914,FANNINDEL ISD,8,60,DELTA COUNTY,79,-9999999,52,-9999999,0,-9999999,64,79,33,0,0,16,-9999999
STATE,CAMPUS,2014-2015,101912352,FARIAS EARLY CHILDHOOD CENTER,101912,HOUSTON ISD,4,101,HARRIS COUNTY,381,0,0,262,252,-9999999,372,380,374,-9999999,0,11,0
STATE,CAMPUS,2014-2015,240901105,FARIAS EL,240901,LAREDO ISD,1,240,WEBB COUNTY,767,18,0,578,578,0,722,762,639,-9999999,-9999999,51,-9999999
STATE,CAMPUS,2014-2015,57912113,FARINE EL,57912,IRVING ISD,10,57,DALLAS COUNTY,777,101,0,339,440,73,539,775,489,-9999999,0,63,6
STATE,CAMPUS,2014-2015,246906042,FARLEY MIDDLE,246906,HUTTO ISD,13,246,WILLIAMSON COUNTY,682,28,137,50,0,29,289,681,341,20,-9999999,75,47
STATE,CAMPUS,2014-2015,57903109,FARMERS BRANCH EL,57903,CARROLLTON-FARMERS BRANCH ISD,10,57,DALLAS COUNTY,566,6,0,241,190,51,494,566,319,0,-9999999,74,-9999999
STATE,CAMPUS,2014-2015,43904001,FARMERSVILLE H S,43904,FARMERSVILLE ISD,10,43,COLLIN COUNTY,450,31,295,6,0,6,207,450,118,0,0,42,21
STATE,CAMPUS,2014-2015,43904102,FARMERSVILLE INT,43904,FARMERSVILLE ISD,10,43,COLLIN COUNTY,490,32,0,55,0,55,280,490,135,6,0,52,21
STATE,CAMPUS,2014-2015,43904041,FARMERSVILLE J H,43904,FARMERSVILLE ISD,10,43,COLLIN COUNTY,373,28,0,12,0,12,182,373,84,-9999999,0,37,18
STATE,CAMPUS,2014-2015,101907135,FARNEY EL,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,1123,58,0,123,0,112,298,-9999999,431,10,-9999999,70,14
STATE,CAMPUS,2014-2015,220901143,FARRELL EL,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,763,30,0,211,0,209,540,763,473,0,0,60,10
STATE,CAMPUS,2014-2015,243905130,FARRIS EARLY CHILDHOOD CTR,243905,WICHITA FALLS ISD,9,243,WICHITA COUNTY,204,0,0,16,7,9,200,203,75,-9999999,0,18,0
STATE,CAMPUS,2014-2015,185902101,FARWELL EL,185902,FARWELL ISD,16,185,PARMER COUNTY,269,8,0,60,0,54,171,269,123,0,0,24,-9999999
STATE,CAMPUS,2014-2015,185902001,FARWELL H S,185902,FARWELL ISD,16,185,PARMER COUNTY,145,11,138,7,0,7,81,145,86,-9999999,0,6,0
STATE,CAMPUS,2014-2015,185902041,FARWELL J H,185902,FARWELL ISD,16,185,PARMER COUNTY,138,11,37,18,0,18,92,137,75,0,0,14,6
STATE,CAMPUS,2014-2015,43907041,FAUBION MIDDLE,43907,MCKINNEY ISD,10,43,COLLIN COUNTY,976,107,166,110,0,107,319,0,335,0,0,86,44
STATE,CAMPUS,2014-2015,31901043,FAULK MIDDLE,31901,BROWNSVILLE ISD,1,31,CAMERON COUNTY,936,159,252,267,0,266,916,936,649,15,0,116,49
STATE,CAMPUS,2014-2015,178904157,FAYE WEBB EL,178904,CORPUS CHRISTI ISD,2,178,NUECES COUNTY,760,0,0,63,25,35,237,11,317,16,0,65,11
STATE,CAMPUS,2014-2015,75906001,FAYETTEVILLE SCHOOLS,75906,FAYETTEVILLE ISD,13,75,FAYETTE COUNTY,211,15,62,7,0,7,66,211,72,0,0,18,0
STATE,CAMPUS,2014-2015,123910131,FEHL-PRICE EL,123910,BEAUMONT ISD,5,123,JEFFERSON COUNTY,662,49,0,61,0,37,606,662,139,0,0,51,16
STATE,CAMPUS,2014-2015,57905289,FELIX G BOTELLO EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,567,58,0,392,377,0,499,567,455,0,0,19,-9999999
STATE,CAMPUS,2014-2015,15904010,FENLEY TRANSITIONAL H S,15904,HARLANDALE ISD,20,15,BEXAR COUNTY,9,0,0,0,0,0,7,5,8,0,0,9,0
STATE,CAMPUS,2014-2015,15904047,FENLEY TRANSITIONAL MIDDLE,15904,HARLANDALE ISD,20,15,BEXAR COUNTY,7,-9999999,0,0,0,0,5,5,7,0,0,7,0
STATE,CAMPUS,2014-2015,15907123,FENWICK EL,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,370,10,0,99,88,0,357,370,259,0,-9999999,20,-9999999
STATE,CAMPUS,2014-2015,220901056,FERGUSON J H,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,477,55,147,74,0,72,333,477,292,0,0,46,9
STATE,CAMPUS,2014-2015,246909123,FERN BLUFF EL,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,679,56,0,24,0,21,52,-9999999,112,0,-9999999,75,32
STATE,CAMPUS,2014-2015,15915151,FERNANDEZ EL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,663,34,0,42,0,28,380,655,181,36,-9999999,76,20
STATE,CAMPUS,2014-2015,79907038,FERNDELL HENRY CENTER FOR LEARNING,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,55,0,13,-9999999,0,-9999999,31,0,55,0,-9999999,7,0
STATE,CAMPUS,2014-2015,70905002,FERRIS H S,70905,FERRIS ISD,10,70,ELLIS COUNTY,651,39,568,29,0,24,470,0,285,-9999999,0,70,-9999999
STATE,CAMPUS,2014-2015,70905104,FERRIS INT,70905,FERRIS ISD,10,70,ELLIS COUNTY,521,27,0,180,0,174,433,521,353,-9999999,-9999999,57,-9999999
STATE,CAMPUS,2014-2015,70905041,FERRIS J H,70905,FERRIS ISD,10,70,ELLIS COUNTY,375,17,168,71,0,70,304,0,208,5,-9999999,53,5
STATE,CAMPUS,2014-2015,253901107,FIDEL AND ANDREA R VILLARREAL EL,253901,ZAPATA COUNTY ISD,1,253,ZAPATA COUNTY,588,21,0,358,345,0,525,588,490,0,-9999999,22,8
STATE,CAMPUS,2014-2015,101912152,FIELD EL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,480,74,0,161,141,5,429,480,360,0,0,30,-9999999
STATE,CAMPUS,2014-2015,57903041,FIELD MIDDLE,57903,CARROLLTON-FARMERS BRANCH ISD,10,57,DALLAS COUNTY,971,62,112,270,44,249,773,971,525,-9999999,-9999999,103,19
STATE,CAMPUS,2014-2015,108906114,FIELDS EL,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,585,12,0,342,328,8,556,581,487,0,0,51,-9999999
STATE,CAMPUS,2014-2015,237904106,FIELDS STORE EL,237904,WALLER ISD,4,237,WALLER COUNTY,717,28,0,205,101,99,418,717,379,0,-9999999,66,-9999999
STATE,CAMPUS,2014-2015,101907124,FIEST EL,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,1130,32,0,155,0,149,523,1113,589,-9999999,5,108,-9999999
STATE,CAMPUS,2014-2015,43907102,FINCH EL,43907,MCKINNEY ISD,10,43,COLLIN COUNTY,426,-9999999,0,240,203,33,389,426,320,0,-9999999,50,6
STATE,CAMPUS,2014-2015,220920106,FINE ARTS ACADEMY,220920,WHITE SETTLEMENT ISD,11,220,TARRANT COUNTY,326,58,0,6,0,6,113,54,129,8,0,31,0
STATE,CAMPUS,2014-2015,240903112,FINLEY EL,240903,UNITED ISD,1,240,WEBB COUNTY,495,62,0,299,327,0,430,495,383,6,6,51,-9999999
STATE,CAMPUS,2014-2015,74903104,FINLEY-OATES EL,74903,BONHAM ISD,10,74,FANNIN COUNTY,546,10,0,89,91,8,408,546,248,8,-9999999,64,17
STATE,CAMPUS,2014-2015,79907045,FIRST COLONY MIDDLE,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,1266,119,64,68,0,56,178,-9999999,321,5,-9999999,97,34
STATE,CAMPUS,2014-2015,15915107,FISHER EL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,866,46,0,287,283,0,602,864,420,77,-9999999,97,16
STATE,CAMPUS,2014-2015,43905107,FISHER EL,43905,FRISCO ISD,10,43,COLLIN COUNTY,663,57,0,9,0,9,16,0,75,-9999999,0,71,47
STATE,CAMPUS,2014-2015,101917102,FISHER ELEMENTARY,101917,PASADENA ISD,4,101,HARRIS COUNTY,922,14,0,425,433,-9999999,774,922,665,-9999999,-9999999,89,19
STATE,CAMPUS,2014-2015,220901136,FITZGERALD EL,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,598,11,0,157,0,157,451,598,367,-9999999,-9999999,34,-9999999
STATE,CAMPUS,2014-2015,15908109,FIVE PALMS EL,15908,SOUTH SAN ANTONIO ISD,20,15,BEXAR COUNTY,382,20,0,85,81,0,365,382,302,-9999999,-9999999,22,0
STATE,CAMPUS,2014-2015,214903103,FJ SCOTT EL,214903,ROMA ISD,1,214,STARR COUNTY,606,39,0,534,534,0,530,606,557,0,0,23,58
STATE,CAMPUS,2014-2015,75901102,FLATONIA EL,75901,FLATONIA ISD,13,75,FAYETTE COUNTY,357,33,0,65,0,65,214,357,193,0,0,19,5
STATE,CAMPUS,2014-2015,75901001,FLATONIA SECONDARY,75901,FLATONIA ISD,13,75,FAYETTE COUNTY,243,25,155,7,0,7,129,242,76,0,0,20,5
STATE,CAMPUS,2014-2015,101912078,FLEMING MIDDLE,101912,HOUSTON ISD,4,101,HARRIS COUNTY,505,14,25,74,0,56,473,505,384,0,0,69,6
STATE,CAMPUS,2014-2015,123910110,FLETCHER EL,123910,BEAUMONT ISD,5,123,JEFFERSON COUNTY,625,10,0,363,173,188,595,625,500,0,0,40,13
STATE,CAMPUS,2014-2015,57914102,FLORENCE EL,57914,MESQUITE ISD,10,57,DALLAS COUNTY,611,8,0,284,215,63,491,611,418,6,-9999999,52,21
STATE,CAMPUS,2014-2015,220907102,FLORENCE EL,220907,KELLER ISD,11,220,TARRANT COUNTY,500,70,0,12,0,12,30,-9999999,33,-9999999,0,26,16
STATE,CAMPUS,2014-2015,246902101,FLORENCE EL,246902,FLORENCE ISD,13,246,WILLIAMSON COUNTY,448,5,0,122,15,103,320,448,241,5,-9999999,35,21
STATE,CAMPUS,2014-2015,246902001,FLORENCE H S,246902,FLORENCE ISD,13,246,WILLIAMSON COUNTY,310,21,296,18,0,17,142,0,185,14,0,31,13
STATE,CAMPUS,2014-2015,57910106,FLORENCE HILL EL,57910,GRAND PRAIRIE ISD,10,57,DALLAS COUNTY,525,41,0,50,-9999999,48,274,525,326,0,-9999999,75,7
STATE,CAMPUS,2014-2015,246902041,FLORENCE MIDDLE,246902,FLORENCE ISD,13,246,WILLIAMSON COUNTY,235,17,25,38,0,36,148,235,139,7,-9999999,33,19
STATE,CAMPUS,2014-2015,246913048,FLORENCE W STILES MIDDLE,246913,LEANDER ISD,13,246,WILLIAMSON COUNTY,950,250,0,17,0,17,89,0,286,11,-9999999,104,51
STATE,CAMPUS,2014-2015,232903046,FLORES MIDDLE,232903,UVALDE CISD,20,232,UVALDE COUNTY,616,115,0,44,0,38,487,616,329,0,0,77,40
STATE,CAMPUS,2014-2015,128904002,FLORESVILLE ALTER CTR,128904,FALLS CITY ISD,20,128,KARNES COUNTY,-9999999,0,-9999999,0,0,0,0,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,247901002,FLORESVILLE ALTER CTR,247901,FLORESVILLE ISD,20,247,WILSON COUNTY,25,0,17,-9999999,0,-9999999,16,0,25,0,-9999999,5,-9999999
STATE,CAMPUS,2014-2015,89903002,FLORESVILLE ALTER ED CTR,89903,NIXON-SMILEY CISD,13,89,GONZALES COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,247903002,FLORESVILLE ALTERNATIVE,247903,LA VERNIA ISD,20,247,WILSON COUNTY,-9999999,0,0,0,0,0,-9999999,0,0,0,0,0,0
STATE,CAMPUS,2014-2015,247903004,FLORESVILLE CHOICE PROGRAM,247903,LA VERNIA ISD,20,247,WILSON COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,247906004,FLORESVILLE CHOICES PROG,247906,STOCKDALE ISD,20,247,WILSON COUNTY,-9999999,0,0,0,0,0,0,0,0,0,0,0,0
STATE,CAMPUS,2014-2015,247904002,FLORESVILLE ED ALTER CTR,247904,POTH ISD,20,247,WILSON COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,247901001,FLORESVILLE H S,247901,FLORESVILLE ISD,20,247,WILSON COUNTY,1191,39,1039,14,0,12,493,0,449,30,-9999999,127,28
STATE,CAMPUS,2014-2015,247901041,FLORESVILLE MIDDLE,247901,FLORESVILLE ISD,20,247,WILSON COUNTY,923,63,90,28,0,22,460,0,388,27,12,113,31
STATE,CAMPUS,2014-2015,43901107,FLOSSIE FLOYD GREEN EL,43901,ALLEN ISD,10,43,COLLIN COUNTY,682,95,0,47,0,44,63,0,198,7,0,56,40
STATE,CAMPUS,2014-2015,178914101,FLOUR BLUFF EL,178914,FLOUR BLUFF ISD,2,178,NUECES COUNTY,813,72,0,29,0,28,425,813,269,5,0,110,15
STATE,CAMPUS,2014-2015,178914001,FLOUR BLUFF H S,178914,FLOUR BLUFF ISD,2,178,NUECES COUNTY,1974,245,1185,34,0,33,576,5,842,15,-9999999,177,61
STATE,CAMPUS,2014-2015,178914105,FLOUR BLUFF INT,178914,FLOUR BLUFF ISD,2,178,NUECES COUNTY,801,127,0,26,0,26,378,801,313,15,0,96,29
STATE,CAMPUS,2014-2015,178914041,FLOUR BLUFF J H,178914,FLOUR BLUFF ISD,2,178,NUECES COUNTY,892,130,379,25,0,25,391,-9999999,370,14,-9999999,83,28
STATE,CAMPUS,2014-2015,178914103,FLOUR BLUFF PRI,178914,FLOUR BLUFF ISD,2,178,NUECES COUNTY,764,28,0,34,0,34,396,764,376,24,-9999999,79,0
STATE,CAMPUS,2014-2015,61902015,FLOWER MOUND 9TH GRADE CAMPUS,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,950,148,103,12,0,8,38,0,195,0,0,69,27
STATE,CAMPUS,2014-2015,61902112,FLOWER MOUND EL,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,499,48,0,17,0,16,63,0,90,0,0,51,13
STATE,CAMPUS,2014-2015,61902010,FLOWER MOUND H S,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,2550,381,1117,20,0,17,84,0,284,0,0,182,46
STATE,CAMPUS,2014-2015,57914116,FLOYD EL,57914,MESQUITE ISD,10,57,DALLAS COUNTY,876,10,0,487,446,40,833,876,659,0,-9999999,58,8
STATE,CAMPUS,2014-2015,77901001,FLOYDADA H S,77901,FLOYDADA ISD,17,77,FLOYD COUNTY,193,9,191,9,0,9,121,193,90,-9999999,0,21,11
STATE,CAMPUS,2014-2015,77901004,FLOYDADA ISD DAEP,77901,FLOYDADA ISD,17,77,FLOYD COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,77901041,FLOYDADA J H,77901,FLOYDADA ISD,17,77,FLOYD COUNTY,85,7,0,-9999999,0,-9999999,60,85,30,-9999999,0,11,8
STATE,CAMPUS,2014-2015,57817101,FOCUS LEARNING ACADEMY,57817,FOCUS LEARNING ACADEMY,10,57,DALLAS COUNTY,885,0,79,8,0,8,883,884,169,0,-9999999,132,0
STATE,CAMPUS,2014-2015,101912271,FOERSTER EL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,776,48,0,271,113,148,664,773,671,0,0,47,-9999999
STATE,CAMPUS,2014-2015,15915059,FOLKS MIDDLE,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,700,105,217,8,0,8,163,7,132,83,0,64,30
STATE,CAMPUS,2014-2015,148902001,FOLLETT SCHOOL,148902,FOLLETT ISD,16,148,LIPSCOMB COUNTY,192,7,35,19,0,19,93,192,47,0,0,14,0
STATE,CAMPUS,2014-2015,101912153,FONDREN EL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,419,33,0,168,153,6,372,419,328,0,0,59,-9999999
STATE,CAMPUS,2014-2015,101912072,FONDREN MIDDLE,101912,HOUSTON ISD,4,101,HARRIS COUNTY,862,21,0,296,13,268,588,862,696,0,0,89,11
STATE,CAMPUS,2014-2015,101912047,FONVILLE MIDDLE,101912,HOUSTON ISD,4,101,HARRIS COUNTY,1058,91,0,328,0,319,847,1058,797,0,0,131,11
STATE,CAMPUS,2014-2015,101912470,FONWOOD EARLY CHILDHOOD CTR,101912,HOUSTON ISD,4,101,HARRIS COUNTY,448,0,0,113,105,0,444,448,392,-9999999,12,20,0
STATE,CAMPUS,2014-2015,170902112,FORD EL,170902,CONROE ISD,6,170,MONTGOMERY COUNTY,991,22,0,327,275,45,531,991,473,9,-9999999,80,8
STATE,CAMPUS,2014-2015,101912476,FOREST BROOK MIDDLE,101912,HOUSTON ISD,4,101,HARRIS COUNTY,941,0,0,125,0,107,712,940,760,0,5,99,11
STATE,CAMPUS,2014-2015,246909126,FOREST CREEK EL,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,834,40,0,44,0,44,87,-9999999,209,0,0,95,16
STATE,CAMPUS,2014-2015,188901107,FOREST HILL EL,188901,AMARILLO ISD,16,188,POTTER COUNTY,602,10,0,269,187,83,573,602,399,-9999999,-9999999,63,7
STATE,CAMPUS,2014-2015,57916143,FOREST LANE ACADEMY,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,769,12,0,348,183,163,642,769,515,0,-9999999,78,7
STATE,CAMPUS,2014-2015,57916047,FOREST MEADOW J H,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,795,36,415,168,0,167,546,795,439,-9999999,-9999999,104,34
STATE,CAMPUS,2014-2015,246909108,FOREST NORTH EL,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,411,23,0,36,0,36,174,411,150,-9999999,0,64,11
STATE,CAMPUS,2014-2015,220905045,FOREST OAK MIDDLE,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,848,72,204,245,0,236,622,848,651,0,0,72,6
